SUBJECT_CUI,PREDICATE,OBJECT_CUI
C1576821,TREATS,C0877445
C1576966,TREATS,C0011615
C1576966,TREATS,C0018133
C1577018,TREATS,C0162848
C1577018,TREATS,C0017668
C1577018,TREATS,C0024141
C1577018,TREATS,C0026896
C1577018,TREATS,C0003962
C1577176,TREATS,C0857021
C1577176,TREATS,C0878773
C1577317,TREATS,C0694563
C1577331,TREATS,C0559876
C1579267,TREATS,C0259931
C0012381,TREATS,C0018801
C4059109,TREATS,C0030705
C1696547,TREATS,C1561643
C1579319,ASSOCIATED_WITH,C0012634
C0062527,PREVENTS,C0012634
C1579319,PREVENTS,C0042373
C1579319,TREATS,C0001675
C1579319,TREATS,C0008059
C1579319,TREATS,C0021270
C1579348,TREATS,C4543165
C1579349,TREATS,C0004623
C1579365,TREATS,C0026946
C1579373,TREATS,C0149931
C1579389,TREATS,C0008677
C1579389,TREATS,C0043541
C1579393,TREATS,C0004096
C1579393,TREATS,C0006266
C1579410,TREATS,C0006826
C1579410,TREATS,C0030705
C1579410,TREATS,C0524909
C1589331,TREATS,C0006057
C1589331,TREATS,C0021270
C1601311,TREATS,C0426980
C1601983,TREATS,C0027404
C1601983,TREATS,C1263846
C0185827,TREATS,C0034693
C1608295,TREATS,C0030193
C1608408,COEXISTS_WITH,C0006826
C1608431,TREATS,C0030705
C1608841,ASSOCIATED_WITH,C0003811
C1608841,TREATS,C0003872
C1608841,TREATS,C0009324
C1608841,TREATS,C0010346
C1608841,TREATS,C0021390
C1608841,TREATS,C0030705
C1608841,TREATS,C1527383
C1609165,ASSOCIATED_WITH,C0013884
C0076653,ASSOCIATED_WITH,C0039483
C0002771,ASSOCIATED_WITH,C5203670
C1609165,INHIBITS,C0017757
C1609165,INHIBITS,C0063717
C1609165,TREATS,C0019342
C1609165,TREATS,C0008059
C1609165,TREATS,C0012634
C1609165,TREATS,C0017531
C0027329,TREATS,C0030705
C1609165,TREATS,C0032285
C1609165,TREATS,C0039263
C1609165,TREATS,C0039483
C1609165,TREATS,C0085253
C1609165,TREATS,C0870668
C1609165,TREATS,C0948245
C0025674,TREATS,C1384600
C1609165,TREATS,C3495559
C1609165,TREATS,C5203670
C1609480,TREATS,C0030705
C0206074,TREATS,C0042454
C1609480,TREATS,C0520679
C1609686,TREATS,C0035220
C1609931,TREATS,C0017531
C1610033|3439,DISRUPTS,C0018270
C1610033|3439,STIMULATES,C0007634
C1610033|3439,TREATS,C5239544
C1610072,TREATS,C0030705
C1610674,TREATS,C0030705
C1611149,TREATS,C0030705
C1611269,USES,C0022192
C1611558,INHIBITS,C1417835|4306
C0981943,TREATS,C0002395
C1611640,TREATS,C0003873
C1611640,TREATS,C0004096
C1611640,TREATS,C0004364
C1611640,TREATS,C0006142
C1611640,TREATS,C0006826
C0006280,TREATS,C0007222
C1611640,TREATS,C0011847
C1611640,TREATS,C0011860
C1611640,TREATS,C0741292
C1611640,TREATS,C0021311
C1611640,TREATS,C0027651
C1611640,TREATS,C0029456
C3652604,TREATS,C0030567
C0086123,TREATS,C0030705
C1611640,TREATS,C0019204
C1611640,TREATS,C0549315
C1611640,TREATS,C1290884
C1611701,USES,C0016263
C1611701,USES,C0669365|4846
C1611701,USES,C1336644|8795
C1611835,TREATS,C4304779
C1611934,TREATS,C0011860
C1614540,TREATS,C0026205
C1615057,COEXISTS_WITH,C0026162
C1615057,TREATS,C0030705
C1615645,TREATS,C0030567
C1615657,TREATS,C0033845
C1615665,TREATS,C0015379
C1618608,STIMULATES,C0172537
C1618912,USES,C0015982
C1619629,TREATS,C0005283
C1619629,TREATS,C0030705
C1619629,TREATS,C0282193
C1619734,COEXISTS_WITH,C0009782
C1619734,COEXISTS_WITH,C0036421
C1619734,COEXISTS_WITH,C0152423
C1619962,TREATS,C0238217
C0028833,ASSOCIATED_WITH,C0003873
C1619966,TREATS,C0423062
C5577384,TREATS,C0003873
C1619966,TREATS,C0206193
C0051179,TREATS,C3495559
C1620102,INHIBITS,C0031669
C1620287,DISRUPTS,C0005821
C1620287,TREATS,C0030705
C1620287,TREATS,C0021092
C1620287,TREATS,C0010380
C1621234,TREATS,C0009663
C1626420,USES,C0023089
C1638311,TREATS,C0030705
C1640731,TREATS,C0030705
C1646276,TREATS,C0004096
C1646276,TREATS,C0035457
C1648700,TREATS,C0028715
C1653590,TREATS,C0027412
C1653590,TREATS,C0035204
C0700349,TREATS,C0036983
C1654782,TREATS,C0010200
C1654782,TREATS,C0030201
C1654782,TREATS,C0151449
C1655449,TREATS,C0011630
C1655449,TREATS,C0015404
C1655449,TREATS,C0015407
C1655449,TREATS,C0023223
C1655449,TREATS,C0034530
C1655449,TREATS,C0037280
C1655449,TREATS,C0038160
C1655449,TREATS,C0038941
C1655449,TREATS,C0085166
C1655449,TREATS,C0162627
C1655449,TREATS,C0162628
C0770137,TREATS,C0009443
C0042523,TREATS,C0037299
C1656013,TREATS,C0043251
C1657054,TREATS,C0009806
C1657054,TREATS,C0085682
C1657054,TREATS,C0752303
C1657077,TREATS,C0018790
C1657077,TREATS,C0020461
C1657077,TREATS,C0549622
C1657077,TREATS,C0029458
C1657077,TREATS,C0039621
C1657077,TREATS,C0242188
C1657537,TREATS,C0015405
C1657537,TREATS,C0042024
C1658209,TREATS,C0001403
C1658209,TREATS,C0006444
C0771029,TREATS,C0009324
C1658209,TREATS,C0009326
C2920417,TREATS,C0011608
C1676709,TREATS,C0020437
C1658209,TREATS,C0022081
C1658209,TREATS,C0022568
C1658209,TREATS,C0023418
C1658209,TREATS,C0339317
C0036075,TREATS,C0026948
C1658209,TREATS,C0027497
C1658209,TREATS,C0030807
C1658209,TREATS,C0035435
C1658209,TREATS,C0014867
C1658209,TREATS,C0036202
C1658209,TREATS,C0036983
C1658209,TREATS,C0694549
C1658209,TREATS,C0040147
C0048038,TREATS,C0041327
C1658209,TREATS,C0042963
C1658209,TREATS,C0398650
C0770559,TREATS,C1527311
C1664205,TREATS,C0238111
C1664205,TREATS,C0030705
C1664205,TREATS,C0020488
C1664205,TREATS,C0206525
C1664205,TREATS,C0206526
C1667052,TREATS,C0019693
C1667080,TREATS,C0011860
C1675326,TREATS,C0018024
C1676709,TREATS,C0007134
C5207169,TREATS,C0040136
C1676709,TREATS,C2239176
C1678805,TREATS,C0003872
C1678805,TREATS,C0030705
C1678805,TREATS,C0033860
C1678805,TREATS,C0406317
C1678805,TREATS,C1321482
C0960052,TREATS,C0009806
C1684405,TREATS,C0022104
C2827178,TREATS,C0267509
C1684405,TREATS,C1868889
C1685365,TREATS,C0018801
C0017976,TREATS,C0017525
C1690432,TREATS,C0029456
C1690432,TREATS,C0033860
C1690432,TREATS,C0175989
C1690432,TREATS,C0043210
C1690432,TREATS,C0153690
C1690432,TREATS,C0264115
C0019168,TREATS,C0521170
C1691209,TREATS,C0019069
C1692317,TREATS,C0027361
C1692318,TREATS,C0009806
C1693912,TREATS,C0271084
C1695579,TREATS,C0017921
C1695579,TREATS,C0235527
C1696547,TREATS,C0271568
C1699231,TREATS,C0684550
C1699236,TREATS,C0020619
C1699236,TREATS,C0025322
C1699236,TREATS,C0277785
C1699236,TREATS,C0033578
C1699236,TREATS,C0085215
C1699236,TREATS,C0600142
C1699236,TREATS,C1458155
C2748260,USES,C0008405
C1699633,USES,C0011501
C1699633,USES,C0017725
C1699633,USES,C0025646
C1699633,USES,C0046056
C1699633,USES,C0244672
C1699633,USES,C0302995
C1306645,USES,C0303596
C0013839,USES,C1311253
C1699633,USES,C1522485
C1699633,USES,C1613348
C1699633,USES,C1742831
C1699633,USES,C1744278
C1699633,USES,C1880813
C1699633,USES,C3656970|2346
C1699633,USES,C4042170
C1699633,USES,C4256789
C0011923,USES,C5392518
C0027519,TREATS,C0030705
C1699861,TREATS,C0152116
C1699926,TREATS,C0026769
C1699926,TREATS,C0030705
C1699926,TREATS,C0042870
C1700196,TREATS,C0035920
C1700683,TREATS,C0010403
C1700683,TREATS,C0152973
C1700685,TREATS,C0007134
C1700685,TREATS,C0030297
C1700685,TREATS,C0206754
C4058810,TREATS,C0238198
C1700695,TREATS,C0030705
C1700695,TREATS,C0234119
C1700730,TREATS,C0401160
C0034541,TREATS,C0007134
C1700874,TREATS,C0700061
C1700928,TREATS,C0700061
C1700928,TREATS,C0221198
C1700928,TREATS,C0949059
C1700928,USES,C1446340
C0395722,TREATS,C0009404
C1700929,TREATS,C0014859
C1700929,TREATS,C0038220
C1700929,TREATS,C0027651
C1700929,TREATS,C0030705
C1700929,TREATS,C0038356
C1700929,TREATS,C0221198
C1700929,TREATS,C0279626
C0196248,TREATS,C0349530
C1701455,TREATS,C0027404
C1701455,TREATS,C4042891
C3892863,ASSOCIATED_WITH,C0033860
C0443793,TREATS,C0030705
C1703334,TREATS,C0004623
C3473003,TREATS,C0021099
C1703334,TREATS,C0342985
C1703576,TREATS,C0038218
C1704221,TREATS,C0030705
C1704241,INTERACTS_WITH,C0039561
C1704241,INTERACTS_WITH,C0043047
C1704259,COEXISTS_WITH,C0348148
C1704271,TREATS,C0018418
C1704532,TREATS,C0259931
C3489631,USES,C0599685
C1704536,TREATS,C0221392
C1704536,TREATS,C0238607
C1704536,USES,C0061278
C1705192,USES,C0033164
C1705192,USES,C0285890
C1705192,USES,C0796396
C1705192,USES,C1254180
C1705192,USES,C1454489|4137
C1719039,USES,C1824735|27159
C1705192,USES,C1883559
C1705480,TREATS,C0011848
C1705480,TREATS,C0015697
C1705480,TREATS,C0017181
C1705480,TREATS,C0019069
C1705480,TREATS,C0032787
C1705480,TREATS,C0042510
C1705480,TREATS,C0042514
C1705480,TREATS,C0042974
C1705480,TREATS,C0270327
C1705576,TREATS,C0008059
C0204861,TREATS,C0023467
C1705576,TREATS,C0030705
C1705576,TREATS,C0242788
C1705576,TREATS,C3463824
C1705768,TREATS,C0030705
C1705913,USES,C0009345
C1706077,USES,C0009199
C1706077,USES,C1300683
C1706077,USES,C0018768
C1706077,USES,C0021102
C1706077,USES,C0021900
C1706077,USES,C0025080
C1706077,USES,C0175649
C1706077,USES,C0524491
C1706406,TREATS,C0030705
C1706668,TREATS,C0033578
C1706711,TREATS,C0030705
C1706721,TREATS,C5239544
C0007262,ASSOCIATED_WITH,C5203670
C1706779,COEXISTS_WITH,C0771221
C1706912,PREVENTS,C0021368
C1706912,TREATS,C0001675
C1706912,TREATS,C0001792
C1706912,TREATS,C0006826
C1706912,TREATS,C0008059
C1706912,TREATS,C0009462
C1706912,TREATS,C0011860
C1706912,TREATS,C0012634
C1706912,TREATS,C0086279
C1706912,TREATS,C0018748
C1706912,TREATS,C0520767
C1706912,TREATS,C0032269
C1322815,TREATS,C0021390
C1706912,TREATS,C0025266
C1706912,TREATS,C0026809
C1706912,TREATS,C0027361
C1706912,TREATS,C0543478
C1706912,TREATS,C0030705
C1706912,TREATS,C0034693
C0180431,TREATS,C0038492
C0182448,TREATS,C0043210
C1706912,TREATS,C0033975
C1706912,TREATS,C0150312
C1706912,TREATS,C0425152
C0183086,TREATS,C1549071
C1706912,TREATS,C0006874
C1706912,TREATS,C0878674
C1706912,USES,C0003402
C1706912,USES,C0013227
C0039818,USES,C0018704
C1706912,USES,C2607750
C1706912,USES,C0043047
C1706912,USES,C0441468
C1707080,TREATS,C0007134
C1707080,TREATS,C0237963
C1707321,TREATS,C0014836
C0001911,TREATS,C0021099
C1707321,TREATS,C0003874
C1707321,TREATS,C0031350
C0071808,TREATS,C0033700
C1707321,TREATS,C0038157
C1707321,TREATS,C0149778
C1707903,USES,C0007420
C1276393,TREATS,C0001675
C1708063,TREATS,C0006142
C1708063,TREATS,C0006826
C1708063,TREATS,C0079218
C1708063,TREATS,C0008059
C1708063,TREATS,C0011581
C1708063,TREATS,C0011860
C1708063,TREATS,C0012634
C1708063,TREATS,C0023473
C1708063,TREATS,C0038492
C0396246,TREATS,C0027627
C1708063,TREATS,C0027651
C1708063,TREATS,C0858354
C1708063,TREATS,C0038436
C0547071,TREATS,C0043210
C1700929,TREATS,C0079488
C1708063,TREATS,C0079744
C1708063,TREATS,C0278488
C1708063,TREATS,C0278678
C1708063,TREATS,C0278726
C1610674,TREATS,C0278987
C1708063,TREATS,C0025500
C1708063,TREATS,C0520679
C1708063,TREATS,C0870602
C1708063,TREATS,C0917801
C1708063,TREATS,C1112459
C1708063,TREATS,C2239176
C1708063,TREATS,C4721208
C1708063,TREATS,C4721579
C5575277,TREATS,C4727069
C1708063,TREATS,C4761226
C1708063,TREATS,C5238472
C1708063,USES,C0003232
C1708063,USES,C0013227
C4526518,USES,C0599685
C1708063,USES,C3658706
C1708063,USES,C4058811
C1709323,USES,C4019071
C0717537,TREATS,C0003873
C1709373,TREATS,C0029408
C1709373,TREATS,C3495559
C1709627,TREATS,C0030705
C1709709,USES,C0184661
C1709820|6098,AUGMENTS,C0004391
C0598034|675,AUGMENTS,C0162638
C1709820|6098,DISRUPTS,C1326504
C1709820|6098,INHIBITS,C0014442
C1709820|6098,INHIBITS,C0010803
C1709846,USES,C0702122
C1709846,USES,C1510438
C1709854,USES,C0039818
C1709854,USES,C0181826
C1709854,USES,C0162589
C1709854,USES,C0183427
C0040440,TREATS,C0007131
C1710038,TREATS,C0030705
C1710038,TREATS,C4302896
C1710038,TREATS,C4721579
C1710038,USES,C0599685
C1714006,TREATS,C0030193
C1714033,TREATS,C0024591
C0037508,TREATS,C0002395
C1718097,TREATS,C0750974
C1718097,TREATS,C0011860
C1718097,TREATS,C0012634
C1718097,TREATS,C0030705
C1718097,TREATS,C5203670
C1718383,TREATS,C0026769
C0771827,TREATS,C0030705
C1718383,TREATS,C0751967
C1719039,USES,C0728475
C1719039,USES,C5834356
C1720035,TREATS,C0033785
C1720823,TREATS,C0007131
C1720823,TREATS,C0345967
C1720823,TREATS,C0027651
C1720823,TREATS,C0030705
C1720823,TREATS,C0042798
C1720823,TREATS,C0278725
C1720823,TREATS,C0376358
C0033045,TREATS,C0684550
C1720823,TREATS,C2239176
C1720825,TREATS,C4048294
C1720825,TREATS,C0021390
C1720825,TREATS,C0175989
C1720825,USES,C0042313
C1720825,USES,C0076394
C1720845,COEXISTS_WITH,C0032961
C1720880,USES,C0014441
C1720880,USES,C0350056
C1720881,USES,C0024868
C1720881,USES,C0225326
C0003272,PRODUCES,C0162772
C0002788,PRODUCES,C2744579|51761
C1721288,TREATS,C0271858
C1721300,TREATS,C0079774
C1721339,TREATS,C0020594
C1721377,TREATS,C0023472
C1721377,TREATS,C0023473
C1721377,TREATS,C0023474
C1721377,TREATS,C0030705
C5398274,TREATS,C0008677
C1722260,TREATS,C0034067
C1722267,TREATS,C1328247
C1722267,TREATS,C0030567
C1722267,TREATS,C0525046
C1722685,TREATS,C0019243
C1723019,TREATS,C0009766
C1723401,ASSOCIATED_WITH,C0024141
C1723401,TREATS,C0024141
C1522712|3627,TREATS,C0024143
C1723401,TREATS,C0030705
C1725449,TREATS,C0011881
C1725449,TREATS,C0011880
C0304783,TREATS,C0020538
C1725449,TREATS,C0242698
C1725651,TREATS,C0001175
C1737238,TREATS,C0030193
C1737238,TREATS,C0748064
C0397358,TREATS,C0149756
C0394664,TREATS,C0242350
C1737238,TREATS,C0409959
C1738934,TREATS,C0019196
C1738934,TREATS,C0524910
C1739462,TREATS,C0026705
C0594375,TREATS,C0004238
C1739768,TREATS,C0030705
C0771537,TREATS,C0034065
C1739768,TREATS,C0042487
C1739768,TREATS,C0011881
C1739826,TREATS,C0556346
C1739826,TREATS,C1263846
C1742789,TREATS,C0013390
C1742862|1154,COEXISTS_WITH,C0887859
C1742884,TREATS,C0027932
C1764827,ASSOCIATED_WITH,C3714514
C1764827,COEXISTS_WITH,C0017337
C1764827,DISRUPTS,C0018270
C0034211,INTERACTS_WITH,C0003232
C1764827,INTERACTS_WITH,C0042313
C1802750,TREATS,C0020538
C1814684,TREATS,C0006266
C1814684,TREATS,C0008677
C0772488,TREATS,C0034067
C0525005,TREATS,C0002962
C1815010,TREATS,C0018801
C1815010,TREATS,C0021311
C1815010,TREATS,C0027051
C1821761,USES,C0015982
C1821973,COEXISTS_WITH,C0022116
C3839127,AUGMENTS,C0020964
C1825497|9474,AUGMENTS,C0004391
C1825498|10533,AUGMENTS,C0013081
C1825598,ASSOCIATED_WITH,C0011334
C1825598,ASSOCIATED_WITH,C0003467
C1825598,ASSOCIATED_WITH,C0003873
C1825598,ASSOCIATED_WITH,C0020443
C1825598,ASSOCIATED_WITH,C0004238
C1825598,ASSOCIATED_WITH,C0004936
C1825598,ASSOCIATED_WITH,C0006142
C1825598,ASSOCIATED_WITH,C0006826
C1825598,ASSOCIATED_WITH,C1321872
C1825598,ASSOCIATED_WITH,C0007222
C1825598,ASSOCIATED_WITH,C0009402
C0919453,ASSOCIATED_WITH,C0009566
C1825598,ASSOCIATED_WITH,C0010674
C1825598,ASSOCIATED_WITH,C0006870
C1825598,ASSOCIATED_WITH,C0011847
C1825598,ASSOCIATED_WITH,C0011860
C1825598,ASSOCIATED_WITH,C0012634
C2717745,ASSOCIATED_WITH,C0014544
C1825598,ASSOCIATED_WITH,C0017636
C1825598,ASSOCIATED_WITH,C1264606
C1825598,ASSOCIATED_WITH,C0020538
C1825598,ASSOCIATED_WITH,C0021368
C0034678,ASSOCIATED_WITH,C0021390
C1825598,ASSOCIATED_WITH,C0027819
C1825598,ASSOCIATED_WITH,C0024117
C1825598,ASSOCIATED_WITH,C0268381
C1825598,ASSOCIATED_WITH,C0024623
C1825598,ASSOCIATED_WITH,C0242363
C1825598,ASSOCIATED_WITH,C0026764
C1825598,ASSOCIATED_WITH,C0009373
C1825598,ASSOCIATED_WITH,C0027651
C1825598,ASSOCIATED_WITH,C0028754
C0052536,ASSOCIATED_WITH,C0030193
C0074375,ASSOCIATED_WITH,C0030567
C1955992,ASSOCIATED_WITH,C0036341
C1825598,ASSOCIATED_WITH,C0036690
C1825598,ASSOCIATED_WITH,C0038454
C0872251,ASSOCIATED_WITH,C0086132
C1825598,ASSOCIATED_WITH,C0235974
C1825598,ASSOCIATED_WITH,C0242379
C1334531|9242,ASSOCIATED_WITH,C0376358
C1825598,ASSOCIATED_WITH,C0400966
C1825598,ASSOCIATED_WITH,C0497327
C1825598,ASSOCIATED_WITH,C0524851
C1825598,ASSOCIATED_WITH,C1457887
C1825598,ASSOCIATED_WITH,C0017205
C1825598,ASSOCIATED_WITH,C4048328
C1825598,ASSOCIATED_WITH,C0275959
C1825598,AUGMENTS,C0004268
C1825598,AUGMENTS,C0004448
C1825598,AUGMENTS,C0439662
C1825598,AUGMENTS,C0596545
C1825598,COEXISTS_WITH,C0013227
C0207262,COEXISTS_WITH,C0017337
C1825598,COEXISTS_WITH,C3536832
C0085238,COEXISTS_WITH,C1421479|8936
C0751608,COEXISTS_WITH,C1521863
C1825598,DISRUPTS,C0030193
C0000999,INTERACTS_WITH,C0005802
C1825598,INTERACTS_WITH,C0007634
C1825598,INTERACTS_WITH,C0013227
C1825598,INTERACTS_WITH,C0040329
C1825598,INTERACTS_WITH,C0013832
C1825598,STIMULATES,C0242402
C1827106,TREATS,C0162820
C1827106,TREATS,C0030705
C1827449,TREATS,C0870602
C1827871,TREATS,C0030705
C1829170,TREATS,C0009443
C1176020,TREATS,C0035457
C3661518,TREATS,C0037199
C1829170,TREATS,C0042109
C1829779,TREATS,C0242698
C1829822,COEXISTS_WITH,C1142110
C1831716,TREATS,C1168401
C1831717,TREATS,C1168401
C1831731,TREATS,C0005699
C1831731,TREATS,C0030705
C1831731,TREATS,C0279543
C1831735,TREATS,C0030705
C1831738,TREATS,C0001675
C1831738,TREATS,C0001792
C1881118,TREATS,C0027361
C1831738,TREATS,C0028754
C1831738,TREATS,C0175989
C1831743,TREATS,C0026764
C1831743,TREATS,C0026769
C1831743,TREATS,C0337680
C1831786,TREATS,C0006142
C1831786,TREATS,C0030705
C1831786,TREATS,C0376358
C1831796,TREATS,C0007134
C1831796,TREATS,C0870668
C1831796,TREATS,C0037579
C1831796,TREATS,C0278678
C1831796,TREATS,C1706732
C1831808,TREATS,C0004238
C1831808,TREATS,C0259931
C0034262,TREATS,C0034065
C1831808,TREATS,C0151699
C0126177,TREATS,C0155749
C1831808,TREATS,C1861172
C1831828,TREATS,C0025202
C1831905,TREATS,C0002874
C1831905,TREATS,C0030705
C1831905,TREATS,C0242584
C1831905,TREATS,C0272293
C1831905,TREATS,C0398650
C1831994,TREATS,C0030705
C1831994,TREATS,C2239176
C1831994,USES,C0438847
C1832021,TREATS,C0004030
C1832021,TREATS,C0005697
C1832021,TREATS,C0870869
C1832027,TREATS,C0023434
C1832027,TREATS,C0023448
C1832027,TREATS,C5239544
C1832049,TREATS,C0026764
C1832049,TREATS,C0850149
C1855163,COEXISTS_WITH,C0012238
C1861172,COEXISTS_WITH,C5203670
C1868801,TREATS,C0024623
C1868801,TREATS,C0027627
C1868801,TREATS,C0030705
C1868801,TREATS,C0033822
C0812509,TREATS,C0205699
C1868801,TREATS,C0346990
C1883659,TREATS,C0919267
C1868801,TREATS,C2939419
C1868801,USES,C0002475
C1868801,USES,C0600203
C1868801,USES,C0009653
C1868801,USES,C0069717
C1868925,TREATS,C0030705
C1868981,TREATS,C0030705
C1868981,TREATS,C5203670
C1869620,TREATS,C0004096
C1869620,TREATS,C1527407
C1869686,TREATS,C0004623
C1870115,TREATS,C1739363
C1870115,TREATS,C2937421
C1871526,TREATS,C0019693
C1871911,TREATS,C0025268
C1871911,TREATS,C0017671
C1871911,TREATS,C0206624
C1872109,TREATS,C0003872
C0059772,TREATS,C0003873
C1872109,TREATS,C0010346
C1872109,TREATS,C0741926
C1872109,TREATS,C0042875
C1872203,TREATS,C0023343
C1872203,TREATS,C0010481
C1872427,TREATS,C0003873
C1873633,TREATS,C0556346
C1873633,TREATS,C0596170
C1873633,TREATS,C1263846
C1874267,TREATS,C0002962
C0039542,TREATS,C0002395
C1874451,TREATS,C0006826
C1874451,TREATS,C0008059
C1874451,TREATS,C0003868
C2606637,TREATS,C0027361
C1874451,TREATS,C0027651
C1874451,TREATS,C0030705
C1874451,TREATS,C0086418
C1874451,TREATS,C0871685
C1874451,TREATS,C1545588
C0002845,TREATS,C5203670
C1874451,TREATS,C5236984
C0888138,TREATS,C0013221
C1875875,TREATS,C0398625
C1875875,TREATS,C0029944
C1875875,TREATS,C0267917
C1876200,TREATS,C1136321
C1876200,TREATS,C3854116
C1876226,TREATS,C0403643
C1876229,TREATS,C0019196
C1876229,TREATS,C0524910
C1876722,TREATS,C0015930
C1876722,TREATS,C0032787
C1879492,TREATS,C0853879
C1879494,TREATS,C0853879
C1879497,TREATS,C0751498
C1879498,TREATS,C0220597
C1879498,TREATS,C0276535
C1879499,TREATS,C1960398
C1879500,TREATS,C0854776
C1879503,TREATS,C0678222
C1879505,TREATS,C4551687
C1879507,TREATS,C0279625
C1879508,TREATS,C0026277
C1879509,TREATS,C4551687
C1879510,TREATS,C0007131
C1879522,TREATS,C0279625
C1879523,TREATS,C0853879
C1879524,TREATS,C0220597
C1879655,USES,C0004609
C1879678,TREATS,C0153027
C1879770,TREATS,C0855082
C1879770,TREATS,C0887833
C1879770,TREATS,C0855197
C1879770,TREATS,C0035335
C1879776,TREATS,C0276535
C1879895,TREATS,C0026764
C1879908,TREATS,C1168401
C1879909,TREATS,C0149925
C1879911,TREATS,C0278764
C1879911,TREATS,C1512409
C1879914,TREATS,C0005695
C1879915,TREATS,C3887461
C1879916,TREATS,C0476089
C1879920,TREATS,C0206702
C1879921,TREATS,C1266158
C1879921,TREATS,C1332051
C1879960,TREATS,C0278716
C1879966,TREATS,C0494165
C1879969,TREATS,C0024305
C1879969,TREATS,C1332051
C1879970,TREATS,C0279641
C1879971,TREATS,C0153567
C1879972,TREATS,C0220644
C1879978,TREATS,C0025202
C1879995,TREATS,C0678222
C1880000,TREATS,C0149925
C1880001,TREATS,C1335377
C1880002,TREATS,C1333768
C0001425,TREATS,C0476089
C1880002,TREATS,C1168401
C1880002,TREATS,C4721610
C1880090,TREATS,C1168401
C1880091,TREATS,C1332986
C1880092,TREATS,C0476089
C1880093,TREATS,C0949059
C1880095,TREATS,C0302592
C1880203,TREATS,C4551687
C1880205,TREATS,C0796549
C1880207,TREATS,C0002880
C1880207,TREATS,C1334028
C2606556,TREATS,C0014170
C1880207,TREATS,C0019114
C1880207,TREATS,C0019829
C1880207,TREATS,C0023434
C1880207,TREATS,C0278530
C1880207,TREATS,C0024121
C1880207,TREATS,C0024143
C1880207,TREATS,C0024419
C0376266,TREATS,C0026764
C1880207,TREATS,C0026769
C1880207,TREATS,C0026896
C1880207,TREATS,C0279918
C1880207,TREATS,C0027726
C1880207,TREATS,C0027819
C0304368,TREATS,C0034902
C1880207,TREATS,C0035335
C1880207,TREATS,C0035412
C0700459,TREATS,C0035435
C1880207,TREATS,C0039590
C1880207,TREATS,C0023448
C1880207,TREATS,C0398650
C1880207,TREATS,C0553580
C1880207,TREATS,C0919267
C1880207,TREATS,C1458155
C0058731,TREATS,C1961102
C1880207,TREATS,C3495801
C1880213,TREATS,C0220615
C1880213,TREATS,C0220621
C1880214,TREATS,C0279000
C1880216,TREATS,C0220615
C1880221,TREATS,C0220644
C1880224,TREATS,C1333015
C1880226,TREATS,C0024620
C1880227,TREATS,C0279918
C1880228,TREATS,C0278530
C1880228,TREATS,C0279999
C1880228,TREATS,C0854867
C1880228,TREATS,C0855082
C1880242,TREATS,C0026764
C1880244,TREATS,C0030186
C1880288,TREATS,C0338831
C1880379,TREATS,C0346308
C1880379,TREATS,C0278601
C1880380,TREATS,C0007131
C1880380,TREATS,C1168401
C1880381,TREATS,C0558355
C1880383,TREATS,C0936223
C1880404,TREATS,C0345967
C1880404,TREATS,C2945767
C1880412,TREATS,C0004238
C1880431,TREATS,C1391732
C1880435,TREATS,C0678222
C1880436,TREATS,C1333015
C1880472,TREATS,C4725841
C1880476,TREATS,C0007131
C1880476,TREATS,C0019618
C1880476,TREATS,C0855197
C1880477,TREATS,C0278530
C1880477,TREATS,C0855082
C0965390,TREATS,C0002874
C1880492,TREATS,C0001824
C1880556,TREATS,C1328479
C1880557,TREATS,C0936223
C0398307,TREATS,C0235974
C1880649,TREATS,C0699791
C1880650,TREATS,C0023434
C1880651,TREATS,C0221013
C1880651,TREATS,C0677725
C1880651,TREATS,C0855138
C1880656,TREATS,C0677728
C1880657,TREATS,C0009402
C0472438,TREATS,C0009402
C1880658,TREATS,C0870602
C1880658,TREATS,C4721579
C1880659,TREATS,C0009402
C1880660,TREATS,C0009402
C1880661,TREATS,C0009402
C1880662,TREATS,C0023434
C1880665,TREATS,C0009402
C5192097,TREATS,C0699791
C1880735,TREATS,C0003862
C1880735,TREATS,C0162627
C1880814,TREATS,C0009402
C1880814,TREATS,C0152018
C1880814,TREATS,C0699791
C1880824,TREATS,C0022603
C1880825,TREATS,C0079747
C1880878,TREATS,C0235974
C1880880,TREATS,C0235974
C1880881,TREATS,C0853879
C1880939,TREATS,C0007131
C5392103,TREATS,C0235974
C1880939,TREATS,C0279672
C1880939,TREATS,C0029925
C1880939,TREATS,C4721610
C1880940,TREATS,C1336708
C1880940,TREATS,C4551687
C1880941,TREATS,C0235974
C1880942,TREATS,C0007097
C1880943,TREATS,C4721610
C1880944,TREATS,C0023437
C1880944,TREATS,C0220644
C1880945,USES,C1709016
C1880945,USES,C1709846
C1881025,TREATS,C1332942
C1881026,TREATS,C1332942
C1881081,TREATS,C0278764
C1881081,TREATS,C0279591
C1881082,TREATS,C0278764
C1293635,TREATS,C0279591
C1881111,TREATS,C0220611
C1881112,TREATS,C0220621
C1881115,TREATS,C0220611
C1881116,TREATS,C0009402
C1881117,TREATS,C0009402
C1881118,TREATS,C5212315
C1881119,TREATS,C0009402
C1881120,TREATS,C0025202
C1881123,TREATS,C0206624
C1881129,TREATS,C0009186
