PMID,Title,Authors,Source,PubDate,DOI,Volume,Issue,Pages,URL,Abstract
39659018,Post-COVID immunity in patients with solid tumor or hematological malignancies treated with SARS-CoV-2 monoclonal antibodies.,"Sabino-Santos G, Leggio CE, Litwin SM, Waheed N, Bai S, Ulusan S, Karunathilake A, Elliott DH, Smira AR, Chandra S, Li L, Ning B, Hu T, Schieffelin JS, Gunn BM, Robinson JE, Fuloria J, Norton EB",Immun Inflamm Dis. 2024 Dec;12(12):e70039. doi: 10.1002/iid3.70039.,2024 Dec,10.1002/iid3.70039 e70039,12,12,e70039,https://pubmed.ncbi.nlm.nih.gov/39659018,"PURPOSE: SARS-CoV-2 monoclonal antibody (mAB) therapy has effectively treated severe COVID-19, although how this contributes to protective antiviral immunity in settings of malignancy is poorly defined. PATIENTS AND METHODS: We evaluated the development of post-infection immunity in five patients with malignancies who received mAB therapy targeting spike protein for their PCR-confirmed SARS-CoV-2 infection in 2021, compared with non-mAB controls. Patients were identified from a larger study on oncology with a history or documented current infection with SARS-CoV-2. Subjects include two patients with lymphoma and CD20-depletion therapy, one with myeloma and two with solid tumor (stage IIA rectal adenocarcinoma and metastatic breast cancer). Cancer therapies and COVID vaccination history varied by patient. Blood samples (1-4 per patient) were collected 71-635 days post-mAB therapy. We employed clinical histories with comprehensive immunoprofiling analysis, including systems serology antibody isotyping and effector function, T-cell immunophenotyping for subset and memory cells, and sensitive blood viral RNA detection up to 2 years post-mAB therapy. RESULTS: B-cell deficiency was confirmed in 3/5 patients. All patients had detectable anti-spike and nucleoprotein antibody isotypes, effector functions, and neutralizing antibodies (which increased over time by subject) at similar levels to the control group. Virus-specific T-cell activation and phenotypes varied by time and patient. Spike-specific effector and memory CD8 + T-cells were significantly elevated in mAB subjects compared to the control group. SARS-CoV-2 viral RNA detection was also higher in mAB-treated patients. One patient on bortezomib therapy had unique alterations in these populations. CONCLUSION: All mAB-treated patients with malignancies developed polyfunctional immunity humoral and T-cell immunity to SARS-CoV-2 even in the setting of B-cell deficiency. The evolution of this immunity, including new variant-specific antibodies, without secondary illnesses suggests that patients were protected from symptomatic re-infection, and mAB therapy did not blunt the development of host immunity. Future studies are warranted to better characterize immunologic memory over time with exposures to new viral variants, evaluate prolonged viral shedding and the continued use of appropriate mAB for infection in high-risk patients."
39362362,Combination screen in multi-cell type tumor spheroids reveals interaction between aryl hydrocarbon receptor antagonists and E1 ubiquitin-activating enzyme inhibitor.,"Dexheimer TS, Coussens NP, Silvers T, Jones EM, Chen L, Fang J, Morris J, Moscow JA, Doroshow JH, Teicher BA",SLAS Discov. 2024 Oct;29(7):100186. doi: 10.1016/j.slasd.2024.100186. Epub 2024 Oct 1.,2024 Oct,S2472-5552(24)00048-0 [pii] 10.1016/j.slasd.2024.100186,29,7,100186,https://pubmed.ncbi.nlm.nih.gov/39362362,"The aryl hydrocarbon receptor (AhR) is a ligand-activated transcription factor that regulates genes of drug transporters and metabolic enzymes to detoxify small molecule xenobiotics. It has a complex role in cancer biology, influencing both the progression and suppression of tumors by modulating malignant properties of tumor cells and anti-tumor immunity, depending on the specific tumor type and developmental stage. This has led to the discovery and development of selective AhR modulators, including BAY 2416964 which is currently in clinical trials. To identify small molecule anticancer agents that might be combined with AhR antagonists for cancer therapy, a high-throughput combination screen was performed using multi-cell type tumor spheroids grown from malignant cells, endothelial cells, and mesenchymal stem cells. The AhR selective antagonists BAY 2416964, GNF351, and CH-223191 were tested individually and in combination with twenty-five small molecule anticancer agents. As single agents, BAY 2416964 and CH-223191 showed minimal activity, whereas GNF351 reduced the viability of some spheroid models at concentrations greater than 1 microM. The activity of most combinations aligned well with the single agent activity of the combined agent, without apparent contributions from the AhR antagonist. All three AhR antagonists sensitized tumor spheroids to TAK-243, an E1 ubiquitin-activating enzyme inhibitor. These combinations were active in spheroids containing bladder, breast, ovary, kidney, pancreas, colon, and lung tumor cell lines. The AhR antagonists also potentiated pevonedistat, a selective inhibitor of the NEDD8-activating enzyme E1 regulatory subunit, in several tumor spheroid models. In contrast, the AhR antagonists did not enhance the cytotoxicity of the proteasome inhibitor bortezomib."
39138277,Integrated transcriptomics- and structure-based drug repositioning identifies drugs with proteasome inhibitor properties.,"Larsson P, De Rosa MC, Righino B, Olsson M, Florea BI, Forssell-Aronsson E, Kovacs A, Karlsson P, Helou K, Parris TZ",Sci Rep. 2024 Aug 13;14(1):18772. doi: 10.1038/s41598-024-69465-6.,2024 Aug 13,10.1038/s41598-024-69465-6 18772,14,1,18772,https://pubmed.ncbi.nlm.nih.gov/39138277,"Computational pharmacogenomics can potentially identify new indications for already approved drugs and pinpoint compounds with similar mechanism-of-action. Here, we used an integrated drug repositioning approach based on transcriptomics data and structure-based virtual screening to identify compounds with gene signatures similar to three known proteasome inhibitors (PIs; bortezomib, MG-132, and MLN-2238). In vitro validation of candidate compounds was then performed to assess proteasomal proteolytic activity, accumulation of ubiquitinated proteins, cell viability, and drug-induced expression in A375 melanoma and MCF7 breast cancer cells. Using this approach, we identified six compounds with PI properties ((-)-kinetin-riboside, manumycin-A, puromycin dihydrochloride, resistomycin, tegaserod maleate, and thapsigargin). Although the docking scores pinpointed their ability to bind to the beta5 subunit, our in vitro study revealed that these compounds inhibited the beta1, beta2, and beta5 catalytic sites to some extent. As shown with bortezomib, only manumycin-A, puromycin dihydrochloride, and tegaserod maleate resulted in excessive accumulation of ubiquitinated proteins and elevated HMOX1 expression. Taken together, our integrated drug repositioning approach and subsequent in vitro validation studies identified six compounds demonstrating properties similar to proteasome inhibitors."
39127727,"Multi-omics analysis identifies repurposing bortezomib in the treatment of kidney-, nervous system-, and hematological cancers.","Larsson P, Olsson M, Sarathchandra S, Faldt Beding A, Forssell-Aronsson E, Kovacs A, Karlsson P, Helou K, Parris TZ",Sci Rep. 2024 Aug 10;14(1):18576. doi: 10.1038/s41598-024-62339-x.,2024 Aug 10,10.1038/s41598-024-62339-x 18576,14,1,18576,https://pubmed.ncbi.nlm.nih.gov/39127727,"Repurposing of FDA-approved drugs is a quick and cost-effective alternative to de novo drug development. Here, we identify genes involved in bortezomib sensitivity, predict cancer types that may benefit from treatment with bortezomib, and evaluate the mechanism-of-action of bortezomib in breast cancer (BT-474 and ZR-75-30), melanoma (A-375), and glioblastoma (A-172) cells in vitro. Cancer cell lines derived from cancers of the blood, kidney, nervous system, and skin were found to be significantly more sensitive to bortezomib than other organ systems. The in vitro studies confirmed that although bortezomib effectively inhibited the beta5 catalytic site in all four cell lines, cell cycle arrest was only induced in G2/M phase and apoptosis in A-375 and A-172 after 24h. The genomic and transcriptomic analyses identified 33 genes (e.g. ALDH18A1, ATAD2) associated with bortezomib resistance. Taken together, we identified biomarkers predictive of bortezomib sensitivity and cancer types that might benefit from treatment with bortezomib."
39115873,Simultaneous estimation of paclitaxel and bortezomib via LC-MS/MS: pharmaceutical and pharmacokinetic applications.,"Yadav PK, Verma S, Chauhan D, Yadav P, Tiwari AK, Saklani R, Gupta D, Rana R, Shah AA, Verma S, Naresh K, Gayen JR, Chourasia MK",Nanomedicine (Lond). 2024;19(24):1995-2010. doi: 10.1080/17435889.2024.2382668. Epub 2024 Aug 8.,2024,10.1080/17435889.2024.2382668,19,24,1995-2010,https://pubmed.ncbi.nlm.nih.gov/39115873,"Aim & Objective: This study evaluates the potential of combining paclitaxel (PTX) and bortezomib (BTZ) for breast cancer therapy.Materials & Methods: The nanoformulation was optimized via Box-Behnken Design (BBD), with method validation adhering to US-FDA guidelines.Results: Multiple reaction monitoring transitions for PTX, BTZ and internal standard were m/z 855.80-->286.60, 366.80-->226.00 and 179.80-->110.00, respectively. Elution done on C18 Luna column with 0.1% FA in MeOH:10 mM ammonium acetate. The size of nanoformulation was 133.9 +/- 1.97 nm, PDI 0.19 +/- 0.01 and zeta potential -19.20 +/- 1.36 mV. Pharmacokinetics showed higher C(max) for PTX-BTZ-NE (313.75 +/- 10.71 ng/ml PTX, 11.92 +/- 0.53 ng/ml BTZ) versus free PTX-BTZ (104 +/- 13.06 ng/ml PTX, 1.9 +/- 0.08 ng/ml BTZ).Conclusion: Future findings will contribute to the treatment of breast cancer using PTX and BTZ."
38969867,HIV-protease inhibitors potentiate the activity of carfilzomib in triple-negative breast cancer.,"Besse A, Sedlarikova L, Buechler L, Kraus M, Yang CH, Strakova N, Soucek K, Navratil J, Svoboda M, Welm AL, Joerger M, Driessen C, Besse L",Br J Cancer. 2024 Sep;131(5):918-930. doi: 10.1038/s41416-024-02774-9. Epub 2024 Jul 5.,2024 Sep,10.1038/s41416-024-02774-9,131,5,918-930,https://pubmed.ncbi.nlm.nih.gov/38969867,"BACKGROUND: Resistance to chemotherapy is a major problem in the treatment of patients with triple-negative breast cancer (TNBC). Preclinical data suggest that TNBC is dependent on proteasomes; however, clinical observations indicate that the efficacy of proteasome inhibitors in TNBC may be limited, suggesting the need for combination therapies. METHODS: We compared bortezomib and carfilzomib and their combinations with nelfinavir and lopinavir in TNBC cell lines and primary cells with regard to their cytotoxic activity, functional proteasome inhibition, and induction of the unfolded protein response (UPR). Furthermore, we evaluated the involvement of sXBP1, ABCB1, and ABCG2 in the cytotoxic activity of drug combinations. RESULTS: Carfilzomib, via proteasome beta5 + beta2 inhibition, is more cytotoxic in TNBC than bortezomib, which inhibits beta5 + beta1 proteasome subunits. The cytotoxicity of carfilzomib was significantly potentiated by nelfinavir or lopinavir. Carfilzomib with lopinavir induced endoplasmic reticulum stress and pro-apoptotic UPR through the accumulation of excess proteasomal substrate protein in TNBC in vitro. Moreover, lopinavir increased the intracellular availability of carfilzomib by inhibiting carfilzomib export from cells that express high levels and activity of ABCB1, but not ABCG2. CONCLUSION: Proteasome inhibition by carfilzomib combined with nelfinavir/lopinavir represents a potential treatment option for TNBC, warranting further investigation."
38927992,Gynotoxic Effects of Chemotherapy and Potential Protective Mechanisms.,"Markowska A, Antoszczak M, Markowska J, Huczynski A",Cancers (Basel). 2024 Jun 20;16(12):2288. doi: 10.3390/cancers16122288.,2024 Jun 20,10.3390/cancers16122288 2288,16,12,,https://pubmed.ncbi.nlm.nih.gov/38927992,"Chemotherapy is one of the leading cancer treatments. Unfortunately, its use can contribute to several side effects, including gynotoxic effects in women. Ovarian reserve suppression and estrogen deficiency result in reduced quality of life for cancer patients and are frequently the cause of infertility and early menopause. Classic alkylating cytostatics are among the most toxic chemotherapeutics in this regard. They cause DNA damage in ovarian follicles and the cells they contain, and they can also induce oxidative stress or affect numerous signaling pathways. In vitro tests, animal models, and a few studies among women have investigated the effects of various agents on the protection of the ovarian reserve during classic chemotherapy. In this review article, we focused on the possible beneficial effects of selected hormones (anti-Mullerian hormone, ghrelin, luteinizing hormone, melatonin), agents affecting the activity of apoptotic pathways and modulating gene expression (C1P, S1P, microRNA), and several natural (quercetin, rapamycin, resveratrol) and synthetic compounds (bortezomib, dexrazoxane, goserelin, gonadoliberin analogs, imatinib, metformin, tamoxifen) in preventing gynotoxic effects induced by commonly used cytostatics. The presented line of research appears to provide a promising strategy for protecting and/or improving the ovarian reserve in the studied group of cancer patients. However, well-designed clinical trials are needed to unequivocally assess the effects of these agents on improving hormonal function and fertility in women treated with ovotoxic anticancer drugs."
38870259,Prognostic implication and immunotherapy response prediction of a novel ubiquitination-related gene signature in liver cancer.,"Pan RG, Zhou J, Wang XW, Cen XK, Zhou YP, Guo YY, Feng XF",Aging (Albany NY). 2024 Jun 12;16(11):10142-10164. doi: 10.18632/aging.205926. Epub 2024 Jun 12.,2024 Jun 12,10.18632/aging.205926,16,11,10142-10164,https://pubmed.ncbi.nlm.nih.gov/38870259,"HCC, also known as hepatocellular carcinoma, is a frequently occurring form of cancer with an unfavorable prognosis. This research constructed a prognostic signature related to ubiquitination and investigated its correlation with the response to immunotherapy in HCC. The Molecular Signatures Database provided a compilation of genes associated with ubiquitination. A gene signature related to ubiquitination was obtained through Cox regression using the Least Absolute Shrinkage and Selection Operator method. The genetic factors CPY26B1, MCM10, SPINK4, and TRIM54 notably impacted the outcomes of HCC. The patients were divided into two groups: one group had a high risk of poor survival while the other had a low risk but a greater chance of controlling HCC progression. Both univariate and multivariate analyses using Cox regression found the risk score to be an independent predictor of HCC prognosis. Gene set enrichment analysis (GSEA) indicated enrichment in cell cycle and cancer-related microRNAs in high-risk groups. The tumor microenvironment (TME), response to immunotherapy, and effectiveness of chemotherapy medications positively correlated with the risk score. In the high-risk group, erlotinib showed higher IC50 values compared to the low-risk group which exhibited higher IC50 values for VX-11e, AKT inhibitor VIII, AT-7519, BMS345541, Bortezomib, CP466722, FMK, and JNK-9L. The results of RT-qPCR revealed that the expression of four UEGs was higher in tumor tissue as compared to normal tissue. Based on the genes that were expressed differently and associated with ubiquitination-related tumor categorization, we have developed a pattern of four genes and a strong nomogram that can predict the prognosis of HCC, which could be useful in identifying and managing HCC."
38286854,Repurposing proteasome inhibitors for improved treatment of triple-negative breast cancer.,"Larsson P, Pettersson D, Olsson M, Sarathchandra S, Abramsson A, Zetterberg H, Ittner E, Forssell-Aronsson E, Kovacs A, Karlsson P, Helou K, Parris TZ",Cell Death Discov. 2024 Jan 29;10(1):57. doi: 10.1038/s41420-024-01819-5.,2024 Jan 29,10.1038/s41420-024-01819-5 57,10,1,57,https://pubmed.ncbi.nlm.nih.gov/38286854,"Triple-negative breast cancer (TNBC) is associated with poor prognosis and limited treatment options due to the lack of important receptors (estrogen receptor [ER], progesterone receptor [PR], and human epidermal growth factor receptor 2 [HER2]) used for targeted therapy. However, high-throughput in vitro drug screening of cell lines is a powerful tool for identifying effective drugs for a disease. Here, we determine the intrinsic chemosensitivity of TNBC cell lines to proteasome inhibitors (PIs), thereby identifying potentially potent 2-drug combinations for TNBC. Eight TNBC cell lines (BT-549, CAL-148, HCC1806, HCC38, HCC70, MDA-MB-436, MDA-MB-453, and MDA-MB-468) and two controls (MCF-10A and MCF-7) were first exposed to 18 drugs (11 PIs and 7 clinically relevant chemotherapeutic agents) as monotherapy, followed by prediction of potent 2-drug combinations using the IDACombo pipeline. The synergistic effects of the 2-drug combinations were evaluated with SynergyFinder in four TNBC cell lines (CAL-148, HCC1806, HCC38, and MDA-MB-468) and three controls (BT-474, MCF-7, and T47D) in vitro, followed by further evaluation of tumor regression in zebrafish tumor models established using HCC1806 and MCF-7 cells. Monotherapy identified nine effective drugs (bortezomib, carfilzomib, cisplatin, delanzomib, docetaxel, epoxomicin, MLN-2238, MLN-9708, and nedaplatin) across all cell lines. PIs (e.g., bortezomib, delanzomib, and epoxomicin) were highly potent drugs in TNBC cells, of which bortezomib and delanzomib inhibited the chymotrypsin-like activity of the 20 S proteasome by 100% at 10 microM. Moreover, several potent 2-drug combinations (e.g., bortezomib+nedaplatin and epoxomicin+epirubicin) that killed virtually 100% of cells were also identified. Although HCC1806- and MCF-7-derived xenografts treated with bortezomib+nedaplatin and carboplatin+paclitaxel were smaller, HCC1806 cells frequently metastasized to the trunk region. Taken together, we show that PIs used in combination with platinum agents or topoisomerase inhibitors exhibit increased efficiency with almost 100% inhibition in TNBC cell lines, indicating that PIs are therefore promising compounds to use as combination therapy for TNBC."
38038871,Exploring the time-dependent regulatory potential of microRNAs in breast cancer cells treated with proteasome inhibitors.,"Katsaraki K, Kontos CK, Ardavanis-Loukeris G, Tzovaras AA, Sideris DC, Scorilas A",Clin Transl Oncol. 2024 May;26(5):1256-1267. doi: 10.1007/s12094-023-03349-5. Epub 2023 Dec 1.,2024 May,10.1007/s12094-023-03349-5,26,5,1256-1267,https://pubmed.ncbi.nlm.nih.gov/38038871,"PURPOSE: Breast cancer (BrCa) is a predominant type of cancer with a disparate molecular nature. MicroRNAs (miRNAs) have emerged as promising key players in the regulation of pathological processes in BrCa. Proteasome inhibitors (PIs) emerged as promising anticancer agents for several human malignancies, including BrCa, inhibiting the function of the proteasome. Aiming to shed light on the miRNA regulatory effect in BrCa after treatment with PIs, we used two PIs, namely bortezomib and carfilzomib. MATERIALS AND METHODS: Four BrCa cell lines of distinct molecular subtypes were treated with these PIs. Cell viability and IC(50) concentrations were determined. Total RNA was extracted, polyadenylated, and reversely transcribed. Next, the levels of specific miRNAs with a significant role in BrCa were determined using relative quantification, and their regulatory effect was assessed. RESULTS: High heterogeneity was discovered in the levels of miRNAs in the four cell lines, after treatment. The miRNA levels fluctuate with distinct patterns, in 24, 48, or 72 hours. Interestingly, miR-1-3p, miR-421-3p, and miR-765-3p appear as key molecules, as they were found deregulated, in almost all combinations of cell lines and PIs. In the SK-BR-3 cell line, the majority of the miRNAs were significantly downregulated in treated compared to untreated cells, with miR-21-5p being the only one upregulated. Finally, various significant biological processes, molecular functions, and pathways were predicted to be affected. CONCLUSIONS: The diversity of pathways predicted to be affected by the diversity in miRNA expression after treatment with PIs paves the way for the recognition of new regulatory axes in BrCa."
37768844,"Molecular docking, synthesis, anticancer activity, and metabolomics study of boronic acid ester-containing fingolimod derivatives.","Doyduk D, Derkus B, Sari B, Eylem CC, Nemutlu E, Yildirir Y",Arch Pharm (Weinheim). 2023 Dec;356(12):e2300382. doi: 10.1002/ardp.202300382. Epub 2023 Sep 28.,2023 Dec,10.1002/ardp.202300382,356,12,e2300382,https://pubmed.ncbi.nlm.nih.gov/37768844,"In recent years, drugs that contain boronic acid groups, such as ixazomib (Ninlaro) and bortezomib (Velcade), have been used in the treatment of bone marrow cancer. The activity of compounds has been found to increase with the addition of boron atoms to the structure. In addition to these compounds, studies have found that fingolimod (FTY720) is more effective against breast cancer than cisplatin. Therefore, in this study, the first examples of boron-containing derivatives of fingolimod were designed and synthesized; in addition, their structures were confirmed by spectroscopic techniques. The synthesized boron-containing drug candidates were found to significantly inhibit cell proliferation and induce apoptosis-mediated cell death in HT-29 (colorectal cells), SaOs-2 (osteosarcoma cells), and U87-MG (glioblastoma cells). Moreover, we revealed that the anticancer effects of boron-containing fingolimod compounds were found to be significantly enhanced over boron-free control groups and, strikingly, over the widely used anticancer drug 5-fluorouracil. The metabolomic analysis confirmed that administration of the boron-containing drug candidates induces significant changes in the metabolite profiles in HT-29, SaOs-2, and U87-MG cells. Altogether, our results showed that boron-containing fingolimod compounds can be further examined to reveal their potential as anticancer drug candidates."
37603704,Sialic Acid Engineered Prodrug Nanoparticles for Codelivery of Bortezomib and Selenium in Tumor Bearing Mice.,"Rani S, Sahoo RK, Mahale A, Panchal K, Chaurasiya A, Kulkarni O, Kuche K, Jain S, Nakhate KT, Ajazuddin, Gupta U",Bioconjug Chem. 2023 Sep 20;34(9):1528-1552. doi: 10.1021/acs.bioconjchem.3c00210. Epub 2023 Aug 21.,2023 Sep 20,10.1021/acs.bioconjchem.3c00210,34,9,1528-1552,https://pubmed.ncbi.nlm.nih.gov/37603704,"Most cancer patients rarely benefit from monodrug therapy because of both cancer complexity and tumor environment. One of the main reasons for this failure is insufficient accumulation of the optimal dose at the tumorous site. Our investigation implies a promising strategy to engineer prodrug nanoparticles (NPs) of bortezomib (BTZ) and selenium (Se) using sialic acid (SAL) as a ligand to improve breast cancer therapy. BTZ was conjugated with SAL and HPMA (N-2-hydroxypropyl methacrylamide) to prepare a prodrug conjugate; BTZ-SAL-HPMA (BSAL-HP) and then fabricated into prodrug NPs with Se (Se_BSAL-HP prodrug NPs). The self-assembly of prodrug NPs functionalized with Se showed size (204.13 +/- 0.02 nm) and zeta potential (-31.0 +/- 0.11 mV) in dynamic light scattering (DLS) experiments and spherical shape in TEM and SEM analysis. Good stability and low pH drug release profile were characterized by Se_BSAL-HP prodrug NPs. The tumor-selective boronate-ester-based prodrug NPs of BTZ in combination with Se endowed a synergistic effect against cancer cells. Compared to prodrug conjugate, Se_BSAL-HP prodrug NPs exhibited higher cell cytotoxicity and enhanced cellular internalization with significant changes in mitochondria membrane potential (MMP). Elevated apoptosis was observed in the (G2/M) phase of the cell cycle for Se_BSAL-HP prodrug NPs (2.7-fold) higher than BTZ. In vivo studies were performed on Sprague-Dawley rats and resulted in positive trends. The increased therapeutic activity of Se_BSAL-HP prodrug NPs inhibited primary tumor growth and showed 43.05 fold decrease in tumor volume than the control in 4T1 tumor bearing mice. The surprising and remarkable outcomes for Se_BSAL-HP prodrug NPs were probably due to the ROS triggering effect of boronate ester and selenium given together."
37564214,PARP inhibitor shuts down the global translation of thyroid cancer through promoting Pol II binding to DIMT1 pause.,"Hou X, Tian M, Ning J, Wang Z, Guo F, Zhang W, Hu L, Wei S, Hu C, Yun X, Zhao J, Dong Q, Ruan X, Li D, Gao M, Zheng X",Int J Biol Sci. 2023 Jul 31;19(12):3970-3986. doi: 10.7150/ijbs.81895. eCollection 2023.,2023,10.7150/ijbs.81895,19,12,3970-3986,https://pubmed.ncbi.nlm.nih.gov/37564214,"Thyroid cancer has become the most frequent endocrine-related malignancy. Currently, a mounting body of evidences support the clinical strategies for extending the benefit of PARP inhibitors beyond BRCA-mutant cancers. However, the functions and molecular mechanisms of PARP inhibitors in thyroid cancers (TCs) are not fully understood. Here, on the one hand, we revealed that niraparib promotes the accumulation of DNA damage in TCs. On the other hand, we indicated that niraparib inhibits the transcription of DIMT1 through promoting Pol II pausing in a PAR-dependent manner, subsequently leading to a global translation inhibition in TCs. Meanwhile, we found that niraparib activates the NF-kappaB signaling pathway by inhibiting the PARylation of p65, which decreases its ubiquitination and degradation level through E3 ubiquitin ligase RNF146. Moreover, bortezomib (a small molecule inhibitor of the NF-kappaB signaling pathway) could significantly enhance the anti-tumor effect of niraparib on TCs in vitro and in vivo. Our findings provide mechanistic supports for the efficacy of PARP inhibitors in cancer cells lacking BRCA-mutant."
37434687,Identification and evaluation of a risk model predicting the prognosis of breast cancer based on characteristic signatures.,"Ying Y, Yang M, Chen J, Yao C, Bian W, Wang C, Ye B, Shen T, Guo M, Zhang X, Cao S, Ma C",Transl Cancer Res. 2023 Jun 30;12(6):1441-1451. doi: 10.21037/tcr-22-2444. Epub 2023 Jun 12.,2023 Jun 30,10.21037/tcr-22-2444,12,6,1441-1451,https://pubmed.ncbi.nlm.nih.gov/37434687,"BACKGROUND: Breast cancer (BC) is one of the most common fatal cancers in women. Identifying new biomarkers is thus of great significance for the diagnosis and prognosis of BC. METHODS: In this study, 1,030 BC cases from The Cancer Genome Atlas (TCGA) were obtained for differential expression analysis and Short Time-series Expression Miner (STEM) analysis to identify characteristic BC development genes, which were further divided into upregulated and downregulated genes. Two predictive prognosis models were both defined by Least Absolute Shrinkage and Selection Operator (LASSO). Survival analysis and receiver operating characteristic (ROC) curve analysis were used to determine the diagnostic and prognostic capabilities of the two gene set model scores, respectively. RESULTS: Our findings from this study suggested that both the unfavorable (BC1) and favorable (BC2) gene sets are reliable biomarkers for the diagnosis and prognosis of BC, although the BC1 model presents better diagnostic and prognostic value. Associations between the models and M2 macrophages and sensitivity to Bortezomib were also found, indicating that unfavorable BC genes are significantly involved in the tumor immune microenvironment. CONCLUSIONS: We successfully established one predictive prognosis model (BC1) based on characteristic gene sets of BC to diagnose and predict the survival time of BC patients using a cluster of 12 differentially expressed genes (DEGs)."
